gb1,en,1,K_cap,0.503028016927,0.504499291809,0.505338359249
gb1,en,1,k_low,0.503028016927,0.505338359249,0.487385884937
gb1,en,3,K_cap,0.399146493053,0.370237723188,0.372665319024
gb1,en,3,k_low,0.399146493053,0.372665319024,0.34470618003
gb1,en,4,K_cap,0.370260926847,0.459357070156,0.469478224846
gb1,en,4,k_low,0.469478224846,0.42165033063,0.392568039909
nsp,en,1,K_cap,0.511435527776,0.505260160146,0.505022892418
nsp,en,1,k_low,0.511435527776,0.488531628921,0.483902148229
nsp,en,3,K_cap,0.41141795668,0.412378741246,0.414829909442
nsp,en,3,k_low,0.410252115349,0.412107197932,0.414829909442
nsp,en,4,K_cap,0.438927060861,0.478316735361,0.505214936539
nsp,en,4,k_low,0.505214936539,0.436854679875,0.346894530761
nup,en,1,K_cap,0.742194066704,0.742407448809,0.744741944459
nup,en,1,k_low,0.744741944459,0.653238425008,0.635540189981
nup,en,3,K_cap,0.586932830295,0.550146025714,0.52680966835
nup,en,3,k_low,0.586932830295,0.563794260914,0.524121672677
nup,en,4,K_cap,0.517075135667,0.553194661127,0.579408219605
nup,en,4,k_low,0.579408219605,0.510444457118,0.485310335589
trp,en,1,K_cap,0.443321481628,0.443288348261,0.449518129697
trp,en,1,k_low,0.44376536792,0.449518129697,0.420169233276
trp,en,3,K_cap,0.368651469692,0.360813795211,0.389228710363
trp,en,3,k_low,0.385258473811,0.389228710363,0.379311995448
trp,en,4,K_cap,0.311032870714,0.375187762042,0.363754011699
trp,en,4,k_low,0.375187762042,0.285148403476,0.255967076367
