gb1,en,1,K_cap,0.494772093629,0.495352100776,0.504877759793
gb1,en,1,k_low,0.494643344173,0.504877759793,0.48516136057
gb1,en,3,K_cap,0.466164469856,0.433749352012,0.43139512657
gb1,en,3,k_low,0.466164469856,0.434193895417,0.428050116298
gb1,en,4,K_cap,0.476733225132,0.480583524494,0.490122770177
gb1,en,4,k_low,0.490122770177,0.482258185181,0.473156124831
gb1,pl,1,K_cap,0.167206786737,0.24853567881,0.152074949461
gb1,pl,1,sigma,0.193120138956,0.24853567881,0.248356413923
gb1,pl,3,K_cap,0.43194259559,0.411762885548,0.404984644934
gb1,pl,3,sigma,0.43194259559,0.381814382806,0.382140750008
gb1,pl,4,K_cap,0.247828607322,0.299756120657,0.30474862404
gb1,pl,4,sigma,0.299756120657,0.292747599001,0.30474862404
nsp,en,1,K_cap,0.554526417305,0.550096013539,0.548893252703
nsp,en,1,k_low,0.554526417305,0.51073193055,0.476759314621
nsp,en,3,K_cap,0.543167087203,0.535039221455,0.482921012959
nsp,en,3,k_low,0.543167087203,0.534479643764,0.490409245936
nsp,en,4,K_cap,0.583991910965,0.589032437357,0.58250521167
nsp,en,4,k_low,0.589032437357,0.580844863017,0.545164668054
nsp,pl,1,K_cap,0.128341512067,0.12788137648,0.303747985226
nsp,pl,1,sigma,0.135092679997,0.263152642486,0.303747985226
nsp,pl,3,K_cap,0.535015120257,0.529141066003,0.506171794408
nsp,pl,3,sigma,0.535015120257,0.521543222662,0.519464322506
nsp,pl,4,K_cap,0.223029834211,0.310854860985,0.32692029702
nsp,pl,4,sigma,0.31437483223,0.320544452311,0.32692029702
nup,en,1,K_cap,0.731099579958,0.727087345409,0.730937075787
nup,en,1,k_low,0.731099579958,0.65316708904,0.578313148243
nup,en,3,K_cap,0.701149345257,0.706253880342,0.716868330996
nup,en,3,k_low,0.716868330996,0.708876973154,0.688944338476
nup,en,4,K_cap,0.701408411711,0.718086371453,0.721358129502
nup,en,4,k_low,0.721358129502,0.707442133905,0.683830538547
nup,pl,1,K_cap,0.276552442332,0.227820635393,0.286395762562
nup,pl,1,sigma,0.132349847907,0.262105343894,0.286395762562
nup,pl,3,K_cap,0.636022500893,0.628758290372,0.631785173962
nup,pl,3,sigma,0.636022500893,0.625501174674,0.609134866202
nup,pl,4,K_cap,0.260447665555,0.335710587205,0.33948389848
nup,pl,4,sigma,0.327622220819,0.33948389848,0.338393845951
trp,en,1,K_cap,0.453809712411,0.456984367806,0.459396107623
trp,en,1,k_low,0.456984367806,0.459396107623,0.426985849219
trp,en,3,K_cap,0.492393359358,0.446385462111,0.474494638337
trp,en,3,k_low,0.492393359358,0.446385462111,0.474494638337
trp,en,4,K_cap,0.501781749217,0.479354086553,0.456041788216
trp,en,4,k_low,0.501781749217,0.485699668478,0.424017595829
trp,pl,1,K_cap,0.310007192577,0.309798949315,0.309798949315
trp,pl,1,sigma,0.2233095584,0.310007192577,0.309709588157
trp,pl,3,K_cap,0.48810803686,0.429486995949,0.413025225009
trp,pl,3,sigma,0.48810803686,0.372706357243,0.371414437039
trp,pl,4,K_cap,0.265328663373,0.268484512885,0.263033758688
trp,pl,4,sigma,0.268484512885,0.260313650883,0.263471119214
